Sea_Name,Date,Sea_Level_MM
Bay Bengal,2003-08-18 00:00:00,10.84
Bering Sea,2003-08-18 00:00:00,22.62
Caribbean Sea,2003-08-18 00:00:00,56.12
Gulf Mexico,2003-08-18 00:00:00,50.7
Indian Ocean,2003-08-18 00:00:00,-2.32
Indonesian,2003-08-18 00:00:00,-85.39
Mediterranean,2003-08-18 00:00:00,43.18
Nino,2003-08-18 00:00:00,12.66
North Atlantic,2003-08-18 00:00:00,46.89
North Pacific,2003-08-18 00:00:00,40.77
North Sea,2003-08-18 00:00:00,113.54
Pacific Ocean,2003-08-18 00:00:00,8.1
Persian Gulf,2003-08-18 00:00:00,13.23
Sea Okhotsk,2003-08-18 00:00:00,15.31
South China,2003-08-18 00:00:00,-17.53
Southern Ocean,2003-08-18 00:00:00,-12.81
Tropics,2003-08-18 00:00:00,9.41
World,2003-08-18 00:00:00,8.36
Yellow Sea,2003-08-18 00:00:00,119.11
Arabian Sea,2003-08-18 00:00:00,-48.16
Atlantic Ocean,2003-08-18 00:00:00,22.89
Baltic Sea,2003-08-18 00:00:00,33.05
Bay Bengal,2003-08-18 00:00:00,4.17
Bering Sea,2003-08-18 00:00:00,13.25
Caribbean Sea,2003-08-18 00:00:00,41.12
Gulf Mexico,2003-08-18 00:00:00,62.65
Indian Ocean,2003-08-18 00:00:00,7.57
Indonesian,2003-08-18 00:00:00,-81.29
Mediterranean,2003-08-18 00:00:00,43.12
Nino,2003-08-18 00:00:00,16.17
North Atlantic,2003-08-18 00:00:00,50.37
North Pacific,2003-08-18 00:00:00,41.59
North Sea,2003-08-18 00:00:00,98.91
Pacific Ocean,2003-08-18 00:00:00,12.82
Persian Gulf,2003-08-18 00:00:00,-18.07
Sea Japan,2003-08-18 00:00:00,73.95
Sea Okhotsk,2003-08-18 00:00:00,21.31
Southern Ocean,2003-08-18 00:00:00,-4.33
Tropics,2003-08-18 00:00:00,14.06
World,2003-08-18 00:00:00,13.45
Yellow Sea,2003-08-18 00:00:00,100.19
Adriatic Sea,2003-08-20 00:00:00,44.69
Adriatic Sea,2003-08-26 00:00:00,77.89
Andaman Sea,2003-08-26 00:00:00,36.56
Andaman Sea,2003-08-27 00:00:00,64.31
Mediterranean,2003-08-27 00:00:00,54.78
Indonesian,2003-08-27 00:00:00,-81.89
Arabian Sea,2003-08-28 00:00:00,-73.11
Atlantic Ocean,2003-08-28 00:00:00,9.95
Baltic Sea,2003-08-28 00:00:00,125.3
Bay Bengal,2003-08-28 00:00:00,18.14
Bering Sea,2003-08-28 00:00:00,15.02
Caribbean Sea,2003-08-28 00:00:00,64.22
Gulf Mexico,2003-08-28 00:00:00,66.2
Indian Ocean,2003-08-28 00:00:00,-11.82
Indonesian,2003-08-28 00:00:00,-91.39
Nino,2003-08-28 00:00:00,16.16
North Atlantic,2003-08-28 00:00:00,45.69
North Pacific,2003-08-28 00:00:00,50.77
North Sea,2003-08-28 00:00:00,117.44
Pacific Ocean,2003-08-28 00:00:00,23.5
Persian Gulf,2003-08-28 00:00:00,-4.47
Sea Japan,2003-08-28 00:00:00,82.53
Sea Okhotsk,2003-08-28 00:00:00,24.01
South China,2003-08-28 00:00:00,0.07
Southern Ocean,2003-08-28 00:00:00,-12.01
Tropics,2003-08-28 00:00:00,13.71
World,2003-08-28 00:00:00,12.56
Yellow Sea,2003-08-28 00:00:00,88.81
Arabian Sea,2003-08-28 00:00:00,-50.66
Atlantic Ocean,2003-08-28 00:00:00,15.09
Baltic Sea,2003-08-28 00:00:00,148.55
Bay Bengal,2003-08-28 00:00:00,5.27
Bering Sea,2003-08-28 00:00:00,18.45
Caribbean Sea,2003-08-28 00:00:00,46.02
Gulf Mexico,2003-08-28 00:00:00,92.25
Indian Ocean,2003-08-28 00:00:00,-0.33
Mediterranean,2003-08-28 00:00:00,62.52
Nino,2003-08-28 00:00:00,21.77
North Atlantic,2003-08-28 00:00:00,43.57
North Pacific,2003-08-28 00:00:00,51.69
North Sea,2003-08-28 00:00:00,116.81
Pacific Ocean,2003-08-28 00:00:00,29.12
Persian Gulf,2003-08-28 00:00:00,-2.07
Sea Japan,2003-08-28 00:00:00,93.75
Sea Okhotsk,2003-08-28 00:00:00,29.81
South China,2003-08-28 00:00:00,4.5
Southern Ocean,2003-08-28 00:00:00,-0.23
Tropics,2003-08-28 00:00:00,19.36
World,2003-08-28 00:00:00,18.85
Yellow Sea,2003-08-28 00:00:00,86.09
Adriatic Sea,2003-08-29 00:00:00,49.59
Adriatic Sea,2003-09-05 00:00:00,44.39
Andaman Sea,2003-09-06 00:00:00,61.01
Bay Bengal,2003-09-06 00:00:00,-0.86
Mediterranean,2003-09-06 00:00:00,68.58
Sea Japan,2003-09-06 00:00:00,109.63
Indonesian,2003-09-06 00:00:00,-83.89
Sea Japan,2003-09-06 00:00:00,117.05
South China,2003-09-06 00:00:00,-22.5
Arabian Sea,2003-09-07 00:00:00,-47.71
Atlantic Ocean,2003-09-07 00:00:00,22.95
Baltic Sea,2003-09-07 00:00:00,124.2
Bering Sea,2003-09-07 00:00:00,54.02
Caribbean Sea,2003-09-07 00:00:00,83.02
Gulf Mexico,2003-09-07 00:00:00,74.9
Indian Ocean,2003-09-07 00:00:00,-10.92
Indonesian,2003-09-07 00:00:00,-86.79
Nino,2003-09-07 00:00:00,18.56
North Atlantic,2003-09-07 00:00:00,64.59
North Pacific,2003-09-07 00:00:00,61.97
North Sea,2003-09-07 00:00:00,72.94
Pacific Ocean,2003-09-07 00:00:00,22.3
Persian Gulf,2003-09-07 00:00:00,-50.57
Sea Okhotsk,2003-09-07 00:00:00,12.21
South China,2003-09-07 00:00:00,-25.93
Southern Ocean,2003-09-07 00:00:00,-11.41
Tropics,2003-09-07 00:00:00,14.71
World,2003-09-07 00:00:00,15.56
Yellow Sea,2003-09-07 00:00:00,122.41
Andaman Sea,2003-09-07 00:00:00,77.76
Arabian Sea,2003-09-07 00:00:00,-34.26
Atlantic Ocean,2003-09-07 00:00:00,23.99
Baltic Sea,2003-09-07 00:00:00,128.85
Bay Bengal,2003-09-07 00:00:00,6.47
Bering Sea,2003-09-07 00:00:00,44.35
Caribbean Sea,2003-09-07 00:00:00,66.32
Gulf Mexico,2003-09-07 00:00:00,74.75
Indian Ocean,2003-09-07 00:00:00,-0.73
Mediterranean,2003-09-07 00:00:00,68.92
Nino,2003-09-07 00:00:00,21.27
North Atlantic,2003-09-07 00:00:00,64.97
North Pacific,2003-09-07 00:00:00,58.49
North Sea,2003-09-07 00:00:00,78.01
Pacific Ocean,2003-09-07 00:00:00,24.62
Sea Okhotsk,2003-09-07 00:00:00,8.91
Southern Ocean,2003-09-07 00:00:00,-3.83
Tropics,2003-09-07 00:00:00,17.66
World,2003-09-07 00:00:00,18.85
Yellow Sea,2003-09-07 00:00:00,109.39
Persian Gulf,2003-09-08 00:00:00,-21.47
Adriatic Sea,2003-09-09 00:00:00,10.29
Adriatic Sea,2003-09-13 00:00:00,19.49
Andaman Sea,2003-09-16 00:00:00,49.01
Bay Bengal,2003-09-16 00:00:00,-13.46
Gulf Mexico,2003-09-16 00:00:00,95.4
Mediterranean,2003-09-16 00:00:00,57.48
Persian Gulf,2003-09-16 00:00:00,24.83
Sea Japan,2003-09-16 00:00:00,108.83
Sea Okhotsk,2003-09-16 00:00:00,23.41
Bay Bengal,2003-09-16 00:00:00,-15.43
Indonesian,2003-09-16 00:00:00,-68.29
Mediterranean,2003-09-16 00:00:00,47.32
South China,2003-09-16 00:00:00,-10.4
Arabian Sea,2003-09-17 00:00:00,-31.01
Atlantic Ocean,2003-09-17 00:00:00,31.05
Baltic Sea,2003-09-17 00:00:00,42.2
Bering Sea,2003-09-17 00:00:00,60.22
Caribbean Sea,2003-09-17 00:00:00,90.52
Indian Ocean,2003-09-17 00:00:00,-9.42
Indonesian,2003-09-17 00:00:00,-58.39
Nino,2003-09-17 00:00:00,18.76
North Atlantic,2003-09-17 00:00:00,75.49
North Pacific,2003-09-17 00:00:00,65.37
North Sea,2003-09-17 00:00:00,115.04
Pacific Ocean,2003-09-17 00:00:00,17.3
South China,2003-09-17 00:00:00,4.37
Southern Ocean,2003-09-17 00:00:00,-11.61
Tropics,2003-09-17 00:00:00,15.61
World,2003-09-17 00:00:00,17.06
Yellow Sea,2003-09-17 00:00:00,138.31
Andaman Sea,2003-09-17 00:00:00,39.66
Arabian Sea,2003-09-17 00:00:00,-45.06
Atlantic Ocean,2003-09-17 00:00:00,23.49
Baltic Sea,2003-09-17 00:00:00,47.35
Bering Sea,2003-09-17 00:00:00,54.85
Caribbean Sea,2003-09-17 00:00:00,74.42
Gulf Mexico,2003-09-17 00:00:00,79.45
Indian Ocean,2003-09-17 00:00:00,-11.73
Nino,2003-09-17 00:00:00,10.97
North Atlantic,2003-09-17 00:00:00,64.67
North Pacific,2003-09-17 00:00:00,59.39
North Sea,2003-09-17 00:00:00,107.31
Pacific Ocean,2003-09-17 00:00:00,11.82
Persian Gulf,2003-09-17 00:00:00,31.43
Sea Japan,2003-09-17 00:00:00,108.25
Sea Okhotsk,2003-09-17 00:00:00,15.11
Southern Ocean,2003-09-17 00:00:00,-15.03
Tropics,2003-09-17 00:00:00,9.06
World,2003-09-17 00:00:00,10.85
Yellow Sea,2003-09-17 00:00:00,147.19
Adriatic Sea,2003-09-18 00:00:00,52.99
Andaman Sea,2003-09-26 00:00:00,29.61
Arabian Sea,2003-09-26 00:00:00,-26.21
Baltic Sea,2003-09-26 00:00:00,128.7
Bay Bengal,2003-09-26 00:00:00,-10.76
Bering Sea,2003-09-26 00:00:00,40.22
Gulf Mexico,2003-09-26 00:00:00,119.3
Indian Ocean,2003-09-26 00:00:00,-3.62
Indonesian,2003-09-26 00:00:00,-39.99
Mediterranean,2003-09-26 00:00:00,51.88
Persian Gulf,2003-09-26 00:00:00,34.03
Sea Japan,2003-09-26 00:00:00,130.93
Sea Okhotsk,2003-09-26 00:00:00,43.31
Andaman Sea,2003-09-26 00:00:00,4.86
Arabian Sea,2003-09-26 00:00:00,-35.56
Baltic Sea,2003-09-26 00:00:00,115.45
Bay Bengal,2003-09-26 00:00:00,-22.33
Gulf Mexico,2003-09-26 00:00:00,95.55
Indonesian,2003-09-26 00:00:00,-57.69
Mediterranean,2003-09-26 00:00:00,48.62
Sea Japan,2003-09-26 00:00:00,130.05
South China,2003-09-26 00:00:00,34.3
Adriatic Sea,2003-09-27 00:00:00,27.49
Atlantic Ocean,2003-09-27 00:00:00,38.85
Caribbean Sea,2003-09-27 00:00:00,94.12
Nino,2003-09-27 00:00:00,27.66
North Atlantic,2003-09-27 00:00:00,78.79
North Pacific,2003-09-27 00:00:00,64.87
North Sea,2003-09-27 00:00:00,138.44
Pacific Ocean,2003-09-27 00:00:00,11.3
South China,2003-09-27 00:00:00,30.67
Southern Ocean,2003-09-27 00:00:00,-12.91
Tropics,2003-09-27 00:00:00,18.31
World,2003-09-27 00:00:00,17.96
Yellow Sea,2003-09-27 00:00:00,199.21
Adriatic Sea,2003-09-27 00:00:00,3.49
Atlantic Ocean,2003-09-27 00:00:00,32.39
Bering Sea,2003-09-27 00:00:00,36.65
Caribbean Sea,2003-09-27 00:00:00,84.32
Indian Ocean,2003-09-27 00:00:00,-10.53
Nino,2003-09-27 00:00:00,23.47
North Atlantic,2003-09-27 00:00:00,73.27
North Pacific,2003-09-27 00:00:00,64.99
North Sea,2003-09-27 00:00:00,134.31
Pacific Ocean,2003-09-27 00:00:00,9.22
Sea Okhotsk,2003-09-27 00:00:00,36.11
Southern Ocean,2003-09-27 00:00:00,-17.73
Tropics,2003-09-27 00:00:00,12.86
World,2003-09-27 00:00:00,13.05
Yellow Sea,2003-09-27 00:00:00,168.59
Persian Gulf,2003-09-28 00:00:00,-33.07
Adriatic Sea,2003-10-05 00:00:00,65.19
Andaman Sea,2003-10-06 00:00:00,4.51
Arabian Sea,2003-10-06 00:00:00,-37.81
Baltic Sea,2003-10-06 00:00:00,104.2
Bering Sea,2003-10-06 00:00:00,13.62
Gulf Mexico,2003-10-06 00:00:00,130.1
Indian Ocean,2003-10-06 00:00:00,0.98
Indonesian,2003-10-06 00:00:00,-31.99
Mediterranean,2003-10-06 00:00:00,93.48
Nino,2003-10-06 00:00:00,33.96
North Pacific,2003-10-06 00:00:00,63.37
Pacific Ocean,2003-10-06 00:00:00,14.0
Sea Japan,2003-10-06 00:00:00,159.33
Sea Okhotsk,2003-10-06 00:00:00,18.41
South China,2003-10-06 00:00:00,67.07
Southern Ocean,2003-10-06 00:00:00,-1.91
Tropics,2003-10-06 00:00:00,19.51
World,2003-10-06 00:00:00,20.96
Andaman Sea,2003-10-06 00:00:00,-10.04
Arabian Sea,2003-10-06 00:00:00,-38.16
Baltic Sea,2003-10-06 00:00:00,121.05
Bering Sea,2003-10-06 00:00:00,7.55
Caribbean Sea,2003-10-06 00:00:00,81.72
Gulf Mexico,2003-10-06 00:00:00,104.25
Indian Ocean,2003-10-06 00:00:00,-5.83
Indonesian,2003-10-06 00:00:00,-39.69
Mediterranean,2003-10-06 00:00:00,96.92
Nino,2003-10-06 00:00:00,29.37
North Sea,2003-10-06 00:00:00,166.91
Sea Japan,2003-10-06 00:00:00,180.45
Sea Okhotsk,2003-10-06 00:00:00,11.91
South China,2003-10-06 00:00:00,58.8
Southern Ocean,2003-10-06 00:00:00,-6.93
Tropics,2003-10-06 00:00:00,16.56
World,2003-10-06 00:00:00,17.95
Atlantic Ocean,2003-10-07 00:00:00,40.85
Bay Bengal,2003-10-07 00:00:00,-16.06
Caribbean Sea,2003-10-07 00:00:00,94.82
North Atlantic,2003-10-07 00:00:00,65.79
North Sea,2003-10-07 00:00:00,171.24
Persian Gulf,2003-10-07 00:00:00,42.13
Yellow Sea,2003-10-07 00:00:00,172.31
Atlantic Ocean,2003-10-07 00:00:00,37.39
Bay Bengal,2003-10-07 00:00:00,-41.03
North Atlantic,2003-10-07 00:00:00,67.17
North Pacific,2003-10-07 00:00:00,65.39
Pacific Ocean,2003-10-07 00:00:00,13.62
Yellow Sea,2003-10-07 00:00:00,189.49
Adriatic Sea,2003-10-08 00:00:00,90.39
Persian Gulf,2003-10-09 00:00:00,53.43
Persian Gulf,2003-10-15 00:00:00,14.93
Andaman Sea,2003-10-16 00:00:00,71.21
Arabian Sea,2003-10-16 00:00:00,-54.51
Baltic Sea,2003-10-16 00:00:00,234.2
Bay Bengal,2003-10-16 00:00:00,-12.76
Bering Sea,2003-10-16 00:00:00,32.32
Gulf Mexico,2003-10-16 00:00:00,107.7
Indian Ocean,2003-10-16 00:00:00,-9.22
Indonesian,2003-10-16 00:00:00,-33.39
Mediterranean,2003-10-16 00:00:00,61.38
Nino,2003-10-16 00:00:00,34.96
North Pacific,2003-10-16 00:00:00,62.37
North Sea,2003-10-16 00:00:00,85.54
Pacific Ocean,2003-10-16 00:00:00,16.0
Persian Gulf,2003-10-16 00:00:00,19.93
Sea Japan,2003-10-16 00:00:00,120.23
Sea Okhotsk,2003-10-16 00:00:00,20.31
South China,2003-10-16 00:00:00,57.17
Southern Ocean,2003-10-16 00:00:00,-4.01
Tropics,2003-10-16 00:00:00,18.41
World,2003-10-16 00:00:00,19.46
Adriatic Sea,2003-10-16 00:00:00,51.39
Andaman Sea,2003-10-16 00:00:00,33.96
Atlantic Ocean,2003-10-16 00:00:00,41.39
Baltic Sea,2003-10-16 00:00:00,254.75
Bay Bengal,2003-10-16 00:00:00,-43.63
Bering Sea,2003-10-16 00:00:00,37.25
Indian Ocean,2003-10-16 00:00:00,-9.93
Indonesian,2003-10-16 00:00:00,-21.79
Mediterranean,2003-10-16 00:00:00,70.42
Nino,2003-10-16 00:00:00,37.37
North Pacific,2003-10-16 00:00:00,71.49
North Sea,2003-10-16 00:00:00,96.31
Pacific Ocean,2003-10-16 00:00:00,19.92
Sea Japan,2003-10-16 00:00:00,146.05
Sea Okhotsk,2003-10-16 00:00:00,30.21
South China,2003-10-16 00:00:00,62.8
Southern Ocean,2003-10-16 00:00:00,-6.13
Tropics,2003-10-16 00:00:00,21.76
World,2003-10-16 00:00:00,21.75
Atlantic Ocean,2003-10-17 00:00:00,38.05
Caribbean Sea,2003-10-17 00:00:00,90.52
North Atlantic,2003-10-17 00:00:00,60.59
Yellow Sea,2003-10-17 00:00:00,138.61
Arabian Sea,2003-10-17 00:00:00,-50.46
Caribbean Sea,2003-10-17 00:00:00,73.22
Gulf Mexico,2003-10-17 00:00:00,87.15
North Atlantic,2003-10-17 00:00:00,69.67
Yellow Sea,2003-10-17 00:00:00,148.99
Adriatic Sea,2003-10-19 00:00:00,16.09
Adriatic Sea,2003-10-25 00:00:00,86.49
Bay Bengal,2003-10-25 00:00:00,-19.13
Andaman Sea,2003-10-26 00:00:00,57.81
Arabian Sea,2003-10-26 00:00:00,-40.01
Atlantic Ocean,2003-10-26 00:00:00,39.75
Baltic Sea,2003-10-26 00:00:00,-59.8
Bay Bengal,2003-10-26 00:00:00,3.54
Bering Sea,2003-10-26 00:00:00,48.72
Gulf Mexico,2003-10-26 00:00:00,117.2
Indian Ocean,2003-10-26 00:00:00,-8.82
Indonesian,2003-10-26 00:00:00,-1.79
Mediterranean,2003-10-26 00:00:00,107.38
Nino,2003-10-26 00:00:00,44.06
North Pacific,2003-10-26 00:00:00,51.07
North Sea,2003-10-26 00:00:00,44.14
Pacific Ocean,2003-10-26 00:00:00,13.3
Persian Gulf,2003-10-26 00:00:00,-6.27
Sea Japan,2003-10-26 00:00:00,94.73
Sea Okhotsk,2003-10-26 00:00:00,52.21
South China,2003-10-26 00:00:00,85.77
Southern Ocean,2003-10-26 00:00:00,-4.21
Tropics,2003-10-26 00:00:00,20.11
World,2003-10-26 00:00:00,19.26
Arabian Sea,2003-10-26 00:00:00,-32.46
Baltic Sea,2003-10-26 00:00:00,-46.35
Bering Sea,2003-10-26 00:00:00,56.35
Gulf Mexico,2003-10-26 00:00:00,79.85
Indian Ocean,2003-10-26 00:00:00,-2.03
Indonesian,2003-10-26 00:00:00,1.71
Mediterranean,2003-10-26 00:00:00,126.72
Nino,2003-10-26 00:00:00,48.27
North Atlantic,2003-10-26 00:00:00,74.87
North Pacific,2003-10-26 00:00:00,58.69
Pacific Ocean,2003-10-26 00:00:00,19.82
Sea Japan,2003-10-26 00:00:00,131.35
Sea Okhotsk,2003-10-26 00:00:00,46.51
South China,2003-10-26 00:00:00,91.9
Southern Ocean,2003-10-26 00:00:00,1.67
Tropics,2003-10-26 00:00:00,24.86
World,2003-10-26 00:00:00,25.15
Yellow Sea,2003-10-26 00:00:00,96.69
Caribbean Sea,2003-10-27 00:00:00,97.72
North Atlantic,2003-10-27 00:00:00,64.69
Yellow Sea,2003-10-27 00:00:00,79.81
Andaman Sea,2003-10-27 00:00:00,46.46
Atlantic Ocean,2003-10-27 00:00:00,45.79
Caribbean Sea,2003-10-27 00:00:00,80.32
North Sea,2003-10-27 00:00:00,53.51
Persian Gulf,2003-10-27 00:00:00,28.53
Adriatic Sea,2003-10-28 00:00:00,70.49
Adriatic Sea,2003-11-04 00:00:00,162.59
Arabian Sea,2003-11-04 00:00:00,-7.96
Andaman Sea,2003-11-05 00:00:00,52.51
Arabian Sea,2003-11-05 00:00:00,-18.01
Atlantic Ocean,2003-11-05 00:00:00,42.75
Baltic Sea,2003-11-05 00:00:00,88.1
Bay Bengal,2003-11-05 00:00:00,31.94
Bering Sea,2003-11-05 00:00:00,66.82
Gulf Mexico,2003-11-05 00:00:00,109.5
Indian Ocean,2003-11-05 00:00:00,-0.12
Indonesian,2003-11-05 00:00:00,-14.89
Mediterranean,2003-11-05 00:00:00,155.48
Nino,2003-11-05 00:00:00,39.66
North Atlantic,2003-11-05 00:00:00,69.79
North Pacific,2003-11-05 00:00:00,44.07
North Sea,2003-11-05 00:00:00,72.64
Pacific Ocean,2003-11-05 00:00:00,5.3
Persian Gulf,2003-11-05 00:00:00,57.63
Sea Japan,2003-11-05 00:00:00,99.53
Sea Okhotsk,2003-11-05 00:00:00,-8.59
South China,2003-11-05 00:00:00,53.47
Southern Ocean,2003-11-05 00:00:00,-3.91
Tropics,2003-11-05 00:00:00,16.21
World,2003-11-05 00:00:00,18.36
Andaman Sea,2003-11-05 00:00:00,54.56
Atlantic Ocean,2003-11-05 00:00:00,54.29
Baltic Sea,2003-11-05 00:00:00,105.25
Bay Bengal,2003-11-05 00:00:00,21.87
Bering Sea,2003-11-05 00:00:00,68.55
Caribbean Sea,2003-11-05 00:00:00,101.12
Gulf Mexico,2003-11-05 00:00:00,91.85
Indian Ocean,2003-11-05 00:00:00,7.37
Indonesian,2003-11-05 00:00:00,-2.79
Mediterranean,2003-11-05 00:00:00,171.12
Nino,2003-11-05 00:00:00,46.37
North Atlantic,2003-11-05 00:00:00,90.57
North Pacific,2003-11-05 00:00:00,52.09
Pacific Ocean,2003-11-05 00:00:00,10.92
Sea Japan,2003-11-05 00:00:00,118.45
Sea Okhotsk,2003-11-05 00:00:00,4.01
South China,2003-11-05 00:00:00,59.0
Southern Ocean,2003-11-05 00:00:00,0.07
Tropics,2003-11-05 00:00:00,23.06
World,2003-11-05 00:00:00,25.05
Yellow Sea,2003-11-05 00:00:00,89.99
Adriatic Sea,2003-11-06 00:00:00,144.29
Caribbean Sea,2003-11-06 00:00:00,88.12
Yellow Sea,2003-11-06 00:00:00,96.01
North Sea,2003-11-06 00:00:00,96.51
Persian Gulf,2003-11-07 00:00:00,97.33
Arabian Sea,2003-11-14 00:00:00,-1.41
Atlantic Ocean,2003-11-14 00:00:00,33.15
Baltic Sea,2003-11-14 00:00:00,-47.6
Bay Bengal,2003-11-14 00:00:00,18.64
Bering Sea,2003-11-14 00:00:00,16.92
Caribbean Sea,2003-11-14 00:00:00,57.82
Gulf Mexico,2003-11-14 00:00:00,105.2
Indian Ocean,2003-11-14 00:00:00,2.28
Indonesian,2003-11-14 00:00:00,-5.19
Mediterranean,2003-11-14 00:00:00,68.78
Nino,2003-11-14 00:00:00,37.86
North Atlantic,2003-11-14 00:00:00,62.39
North Pacific,2003-11-14 00:00:00,55.17
Pacific Ocean,2003-11-14 00:00:00,8.2
Sea Japan,2003-11-14 00:00:00,106.43
Sea Okhotsk,2003-11-14 00:00:00,-12.19
South China,2003-11-14 00:00:00,73.87
Southern Ocean,2003-11-14 00:00:00,-5.61
Tropics,2003-11-14 00:00:00,16.41
World,2003-11-14 00:00:00,16.76
Adriatic Sea,2003-11-14 00:00:00,65.19
Andaman Sea,2003-11-14 00:00:00,72.16
Persian Gulf,2003-11-14 00:00:00,82.53
South China,2003-11-14 00:00:00,85.7
Andaman Sea,2003-11-15 00:00:00,74.41
North Sea,2003-11-15 00:00:00,67.94
Persian Gulf,2003-11-15 00:00:00,53.43
Yellow Sea,2003-11-15 00:00:00,100.11
Arabian Sea,2003-11-15 00:00:00,-9.56
Atlantic Ocean,2003-11-15 00:00:00,35.29
Baltic Sea,2003-11-15 00:00:00,-39.95
Bay Bengal,2003-11-15 00:00:00,8.47
Bering Sea,2003-11-15 00:00:00,18.95
Caribbean Sea,2003-11-15 00:00:00,63.42
Gulf Mexico,2003-11-15 00:00:00,106.15
Indian Ocean,2003-11-15 00:00:00,1.17
Indonesian,2003-11-15 00:00:00,-13.69
Mediterranean,2003-11-15 00:00:00,60.02
Nino,2003-11-15 00:00:00,33.77
North Atlantic,2003-11-15 00:00:00,57.07
North Pacific,2003-11-15 00:00:00,51.09
Pacific Ocean,2003-11-15 00:00:00,5.22
Sea Japan,2003-11-15 00:00:00,118.35
Sea Okhotsk,2003-11-15 00:00:00,-21.59
Southern Ocean,2003-11-15 00:00:00,-4.23
Tropics,2003-11-15 00:00:00,13.26
World,2003-11-15 00:00:00,14.75
Yellow Sea,2003-11-15 00:00:00,89.29
Adriatic Sea,2003-11-16 00:00:00,41.69
North Sea,2003-11-16 00:00:00,63.81
Adriatic Sea,2003-11-23 00:00:00,-11.11
Mediterranean,2003-11-24 00:00:00,-7.58
Persian Gulf,2003-11-24 00:00:00,58.53
South China,2003-11-24 00:00:00,105.8
Andaman Sea,2003-11-25 00:00:00,55.56
Arabian Sea,2003-11-25 00:00:00,-27.16
Atlantic Ocean,2003-11-25 00:00:00,24.59
Bay Bengal,2003-11-25 00:00:00,11.87
Bering Sea,2003-11-25 00:00:00,8.25
Caribbean Sea,2003-11-25 00:00:00,36.12
Indian Ocean,2003-11-25 00:00:00,4.87
Indonesian,2003-11-25 00:00:00,-7.69
Nino,2003-11-25 00:00:00,35.07
North Atlantic,2003-11-25 00:00:00,29.67
North Pacific,2003-11-25 00:00:00,55.29
North Sea,2003-11-25 00:00:00,-8.89
Pacific Ocean,2003-11-25 00:00:00,11.62
Sea Japan,2003-11-25 00:00:00,151.15
Sea Okhotsk,2003-11-25 00:00:00,8.71
Southern Ocean,2003-11-25 00:00:00,8.47
Tropics,2003-11-25 00:00:00,12.26
World,2003-11-25 00:00:00,15.55
Yellow Sea,2003-11-25 00:00:00,131.59
Baltic Sea,2003-11-26 00:00:00,-26.95
Gulf Mexico,2003-11-26 00:00:00,64.65
Adriatic Sea,2003-11-29 00:00:00,55.79
Arabian Sea,2003-11-29 00:00:00,-3.01
Atlantic Ocean,2003-11-29 00:00:00,25.85
Baltic Sea,2003-11-29 00:00:00,-10.8
Bay Bengal,2003-11-29 00:00:00,33.04
Bering Sea,2003-11-29 00:00:00,-18.58
Caribbean Sea,2003-11-29 00:00:00,35.02
Gulf Mexico,2003-11-29 00:00:00,47.1
Indian Ocean,2003-11-29 00:00:00,-4.52
Indonesian,2003-11-29 00:00:00,-1.19
Mediterranean,2003-11-29 00:00:00,28.68
Nino,2003-11-29 00:00:00,41.06
North Atlantic,2003-11-29 00:00:00,33.59
North Pacific,2003-11-29 00:00:00,46.77
North Sea,2003-11-29 00:00:00,-79.06
Pacific Ocean,2003-11-29 00:00:00,7.8
Sea Japan,2003-11-29 00:00:00,107.33
Sea Okhotsk,2003-11-29 00:00:00,-13.49
South China,2003-11-29 00:00:00,138.17
Southern Ocean,2003-11-29 00:00:00,-0.21
Tropics,2003-11-29 00:00:00,13.41
World,2003-11-29 00:00:00,13.06
Yellow Sea,2003-11-29 00:00:00,104.51
Sea Japan,2003-12-04 00:00:00,109.53
Sea Okhotsk,2003-12-04 00:00:00,-35.79
Adriatic Sea,2003-12-04 00:00:00,86.19
Bay Bengal,2003-12-04 00:00:00,13.07
Mediterranean,2003-12-04 00:00:00,77.92
South China,2003-12-04 00:00:00,135.5
Andaman Sea,2003-12-05 00:00:00,52.31
Arabian Sea,2003-12-05 00:00:00,7.19
Atlantic Ocean,2003-12-05 00:00:00,23.45
Baltic Sea,2003-12-05 00:00:00,-25.0
Bay Bengal,2003-12-05 00:00:00,15.04
Bering Sea,2003-12-05 00:00:00,-52.48
Caribbean Sea,2003-12-05 00:00:00,38.82
Gulf Mexico,2003-12-05 00:00:00,30.5
Indian Ocean,2003-12-05 00:00:00,-0.22
Indonesian,2003-12-05 00:00:00,21.71
Mediterranean,2003-12-05 00:00:00,76.48
Nino,2003-12-05 00:00:00,40.06
North Atlantic,2003-12-05 00:00:00,36.39
North Pacific,2003-12-05 00:00:00,39.67
North Sea,2003-12-05 00:00:00,71.14
Pacific Ocean,2003-12-05 00:00:00,16.1
Persian Gulf,2003-12-05 00:00:00,62.43
South China,2003-12-05 00:00:00,115.47
Southern Ocean,2003-12-05 00:00:00,5.79
Tropics,2003-12-05 00:00:00,17.01
World,2003-12-05 00:00:00,17.36
Yellow Sea,2003-12-05 00:00:00,58.31
Andaman Sea,2003-12-05 00:00:00,50.16
Arabian Sea,2003-12-05 00:00:00,-9.96
Atlantic Ocean,2003-12-05 00:00:00,25.99
Baltic Sea,2003-12-05 00:00:00,-22.75
Bering Sea,2003-12-05 00:00:00,-49.65
