Country,ISO3,Date,Temp_Change
Namibia,NAM,1974-01-01 00:00:00,-0.71
"Nauru, Rep. of",NRU,1974-01-01 00:00:00,0.219
Nepal,NPL,1974-01-01 00:00:00,0.15
"Netherlands, The",NLD,1974-01-01 00:00:00,0.23
New Caledonia,NCL,1974-01-01 00:00:00,0.293
New Zealand,NZL,1974-01-01 00:00:00,0.363
Nicaragua,NIC,1974-01-01 00:00:00,-0.252
Niger,NER,1974-01-01 00:00:00,0.008
Nigeria,NGA,1974-01-01 00:00:00,0.135
Niue,NIU,1974-01-01 00:00:00,0.137
Norway,NOR,1974-01-01 00:00:00,0.969
Oman,OMN,1974-01-01 00:00:00,-0.137
Pakistan,PAK,1974-01-01 00:00:00,-0.176
Panama,PAN,1974-01-01 00:00:00,-0.377
Papua New Guinea,PNG,1974-01-01 00:00:00,0.022
Paraguay,PRY,1974-01-01 00:00:00,-0.265
Peru,PER,1974-01-01 00:00:00,-0.281
Philippines,PHL,1974-01-01 00:00:00,-0.05
Pitcairn Islands,PCN,1974-01-01 00:00:00,-0.003
"Poland, Rep. of",POL,1974-01-01 00:00:00,0.488
Portugal,PRT,1974-01-01 00:00:00,-0.439
Puerto Rico,PRI,1974-01-01 00:00:00,-0.367
Qatar,QAT,1974-01-01 00:00:00,-0.336
Romania,ROU,1974-01-01 00:00:00,-0.097
Rwanda,RWA,1974-01-01 00:00:00,0.073
Saint Helena,SHN,1974-01-01 00:00:00,0.249
Saint Pierre and Miquelon,SPM,1974-01-01 00:00:00,-0.982
Samoa,WSM,1974-01-01 00:00:00,-0.426
"San Marino, Rep. of",SMR,1974-01-01 00:00:00,-0.038
"São Tomé and Príncipe, Dem. Rep. of",STP,1974-01-01 00:00:00,-0.097
Saudi Arabia,SAU,1974-01-01 00:00:00,-0.241
Senegal,SEN,1974-01-01 00:00:00,-0.432
Seychelles,SYC,1974-01-01 00:00:00,-0.471
Sierra Leone,SLE,1974-01-01 00:00:00,-0.018
Singapore,SGP,1974-01-01 00:00:00,-0.084
Solomon Islands,SLB,1974-01-01 00:00:00,0.113
Somalia,SOM,1974-01-01 00:00:00,-0.027
South Africa,ZAF,1974-01-01 00:00:00,-0.245
Spain,ESP,1974-01-01 00:00:00,-0.434
Sri Lanka,LKA,1974-01-01 00:00:00,-0.245
St. Kitts and Nevis,KNA,1974-01-01 00:00:00,-0.377
St. Lucia,LCA,1974-01-01 00:00:00,-0.408
St. Vincent and the Grenadines,VCT,1974-01-01 00:00:00,-0.451
Suriname,SUR,1974-01-01 00:00:00,-0.348
Sweden,SWE,1974-01-01 00:00:00,0.935
Switzerland,CHE,1974-01-01 00:00:00,0.089
Syrian Arab Rep.,SYR,1974-01-01 00:00:00,-0.18
Taiwan Province of China,TWN,1974-01-01 00:00:00,-0.364
"Tanzania, United Rep. of",TZA,1974-01-01 00:00:00,-0.122
Thailand,THA,1974-01-01 00:00:00,-0.453
"Timor-Leste, Dem. Rep. of",TLS,1974-01-01 00:00:00,-0.341
Togo,TGO,1974-01-01 00:00:00,-0.027
Tokelau,TKL,1974-01-01 00:00:00,-0.339
Tonga,TON,1974-01-01 00:00:00,0.108
Trinidad and Tobago,TTO,1974-01-01 00:00:00,-0.376
Tunisia,TUN,1974-01-01 00:00:00,-0.332
Turks and Caicos Islands,TCA,1974-01-01 00:00:00,-0.102
Tuvalu,TUV,1974-01-01 00:00:00,0.072
Uganda,UGA,1974-01-01 00:00:00,-0.109
United Arab Emirates,ARE,1974-01-01 00:00:00,-0.46
United Kingdom,GBR,1974-01-01 00:00:00,-0.062
United States,USA,1974-01-01 00:00:00,0.081
United States Virgin Islands,VIR,1974-01-01 00:00:00,-0.362
Uruguay,URY,1974-01-01 00:00:00,-0.048
Vanuatu,VUT,1974-01-01 00:00:00,0.378
"Venezuela, Rep. Bolivariana de",VEN,1974-01-01 00:00:00,-0.295
Vietnam,VNM,1974-01-01 00:00:00,-0.387
Wallis and Futuna Islands,WLF,1974-01-01 00:00:00,0.127
West Bank and Gaza,PSE,1974-01-01 00:00:00,-0.256
Western Sahara,ESH,1974-01-01 00:00:00,-0.589
World,WLD,1974-01-01 00:00:00,-0.181
"Yemen, Rep. of",YEM,1974-01-01 00:00:00,-0.114
Zambia,ZMB,1974-01-01 00:00:00,-0.405
Zimbabwe,ZWE,1974-01-01 00:00:00,-0.485
"Afghanistan, Islamic Rep. of",AFG,1975-01-01 00:00:00,-0.445
Albania,ALB,1975-01-01 00:00:00,-0.211
Algeria,DZA,1975-01-01 00:00:00,-0.539
American Samoa,ASM,1975-01-01 00:00:00,-0.118
"Andorra, Principality of",AND,1975-01-01 00:00:00,0.246
Angola,AGO,1975-01-01 00:00:00,-0.029
Anguilla,AIA,1975-01-01 00:00:00,-0.334
Antigua and Barbuda,ATG,1975-01-01 00:00:00,-0.419
Argentina,ARG,1975-01-01 00:00:00,-0.021
"Aruba, Kingdom of the Netherlands",ABW,1975-01-01 00:00:00,-0.253
Australia,AUS,1975-01-01 00:00:00,0.048
Austria,AUT,1975-01-01 00:00:00,0.86
"Bahamas, The",BHS,1975-01-01 00:00:00,0.334
"Bahrain, Kingdom of",BHR,1975-01-01 00:00:00,-0.217
Bangladesh,BGD,1975-01-01 00:00:00,-0.102
Barbados,BRB,1975-01-01 00:00:00,-0.556
Belize,BLZ,1975-01-01 00:00:00,-0.059
Benin,BEN,1975-01-01 00:00:00,-0.274
Bhutan,BTN,1975-01-01 00:00:00,0.103
Bolivia,BOL,1975-01-01 00:00:00,-0.087
Botswana,BWA,1975-01-01 00:00:00,-0.225
Brazil,BRA,1975-01-01 00:00:00,-0.14
British Virgin Islands,VGB,1975-01-01 00:00:00,-0.218
Brunei Darussalam,BRN,1975-01-01 00:00:00,0.004
Bulgaria,BGR,1975-01-01 00:00:00,0.39
Burkina Faso,BFA,1975-01-01 00:00:00,-0.311
Cambodia,KHM,1975-01-01 00:00:00,-0.019
Cameroon,CMR,1975-01-01 00:00:00,-0.207
Canada,CAN,1975-01-01 00:00:00,0.225
Cayman Islands,CYM,1975-01-01 00:00:00,1.023
Central African Rep.,CAF,1975-01-01 00:00:00,-0.049
Chad,TCD,1975-01-01 00:00:00,-0.172
Chile,CHL,1975-01-01 00:00:00,-0.127
"China, P.R.: Hong Kong",HKG,1975-01-01 00:00:00,0.161
"China, P.R.: Macao",MAC,1975-01-01 00:00:00,0.161
"China, P.R.: Mainland",CHN,1975-01-01 00:00:00,0.278
Colombia,COL,1975-01-01 00:00:00,-0.304
"Comoros, Union of the",COM,1975-01-01 00:00:00,-0.16
"Congo, Dem. Rep. of the",COD,1975-01-01 00:00:00,-0.103
"Congo, Rep. of",COG,1975-01-01 00:00:00,-0.125
Cook Islands,COK,1975-01-01 00:00:00,-0.167
Costa Rica,CRI,1975-01-01 00:00:00,-0.398
Cuba,CUB,1975-01-01 00:00:00,0.528
Cyprus,CYP,1975-01-01 00:00:00,-0.225
Denmark,DNK,1975-01-01 00:00:00,1.335
Djibouti,DJI,1975-01-01 00:00:00,0.195
Dominica,DMA,1975-01-01 00:00:00,-0.392
Dominican Rep.,DOM,1975-01-01 00:00:00,-0.026
Ecuador,ECU,1975-01-01 00:00:00,-0.314
"Egypt, Arab Rep. of",EGY,1975-01-01 00:00:00,-0.482
El Salvador,SLV,1975-01-01 00:00:00,0.057
"Equatorial Guinea, Rep. of",GNQ,1975-01-01 00:00:00,-0.193
"Eswatini, Kingdom of",SWZ,1975-01-01 00:00:00,-0.353
Falkland Islands (Malvinas),FLK,1975-01-01 00:00:00,0.128
Faroe Islands,FRO,1975-01-01 00:00:00,-0.024
"Fiji, Rep. of",FJI,1975-01-01 00:00:00,0.227
Finland,FIN,1975-01-01 00:00:00,1.893
France,FRA,1975-01-01 00:00:00,0.483
French Polynesia,PYF,1975-01-01 00:00:00,-0.247
Gabon,GAB,1975-01-01 00:00:00,-0.126
"Gambia, The",GMB,1975-01-01 00:00:00,-0.164
Germany,DEU,1975-01-01 00:00:00,1.099
Ghana,GHA,1975-01-01 00:00:00,-0.228
Gibraltar,GIB,1975-01-01 00:00:00,-0.177
Greece,GRC,1975-01-01 00:00:00,-0.25
Greenland,GRL,1975-01-01 00:00:00,-1.093
Grenada,GRD,1975-01-01 00:00:00,-0.396
Guadeloupe,GLP,1975-01-01 00:00:00,-0.366
Guatemala,GTM,1975-01-01 00:00:00,0.137
Guinea,GIN,1975-01-01 00:00:00,-0.248
Guinea-Bissau,GNB,1975-01-01 00:00:00,-0.195
Guyana,GUY,1975-01-01 00:00:00,-0.301
Haiti,HTI,1975-01-01 00:00:00,0.22
Holy See,VAT,1975-01-01 00:00:00,-0.133
Honduras,HND,1975-01-01 00:00:00,0.068
Hungary,HUN,1975-01-01 00:00:00,0.857
Iceland,ISL,1975-01-01 00:00:00,-0.42
India,IND,1975-01-01 00:00:00,-0.308
Indonesia,IDN,1975-01-01 00:00:00,-0.131
"Iran, Islamic Rep. of",IRN,1975-01-01 00:00:00,-0.218
Iraq,IRQ,1975-01-01 00:00:00,-0.239
Ireland,IRL,1975-01-01 00:00:00,0.701
Isle of Man,IMN,1975-01-01 00:00:00,0.697
Israel,ISR,1975-01-01 00:00:00,-0.414
Italy,ITA,1975-01-01 00:00:00,0.075
Jamaica,JAM,1975-01-01 00:00:00,0.246
Japan,JPN,1975-01-01 00:00:00,0.041
Jordan,JOR,1975-01-01 00:00:00,-0.507
Kenya,KEN,1975-01-01 00:00:00,-0.067
Kiribati,KIR,1975-01-01 00:00:00,-0.225
"Korea, Dem. People's Rep. of",PRK,1975-01-01 00:00:00,0.909
"Korea, Rep. of",KOR,1975-01-01 00:00:00,0.571
Kuwait,KWT,1975-01-01 00:00:00,-0.254
Lao People's Dem. Rep.,LAO,1975-01-01 00:00:00,0.265
Lebanon,LBN,1975-01-01 00:00:00,-0.253
"Lesotho, Kingdom of",LSO,1975-01-01 00:00:00,-0.153
Liberia,LBR,1975-01-01 00:00:00,-0.121
Libya,LBY,1975-01-01 00:00:00,-0.449
Liechtenstein,LIE,1975-01-01 00:00:00,0.68
"Madagascar, Rep. of",MDG,1975-01-01 00:00:00,-0.249
Malawi,MWI,1975-01-01 00:00:00,-0.147
Malaysia,MYS,1975-01-01 00:00:00,-0.029
Maldives,MDV,1975-01-01 00:00:00,-0.318
Mali,MLI,1975-01-01 00:00:00,-0.471
Malta,MLT,1975-01-01 00:00:00,-0.383
Martinique,MTQ,1975-01-01 00:00:00,-0.394
"Mauritania, Islamic Rep. of",MRT,1975-01-01 00:00:00,-0.314
Mauritius,MUS,1975-01-01 00:00:00,-0.105
Mayotte,MYT,1975-01-01 00:00:00,-0.182
Mexico,MEX,1975-01-01 00:00:00,-0.332
Monaco,MCO,1975-01-01 00:00:00,0.195
Mongolia,MNG,1975-01-01 00:00:00,0.49
Montserrat,MSR,1975-01-01 00:00:00,-0.419
Morocco,MAR,1975-01-01 00:00:00,-0.221
"Mozambique, Rep. of",MOZ,1975-01-01 00:00:00,-0.163
Myanmar,MMR,1975-01-01 00:00:00,0.183
Namibia,NAM,1975-01-01 00:00:00,0.024
"Nauru, Rep. of",NRU,1975-01-01 00:00:00,0.28
Nepal,NPL,1975-01-01 00:00:00,-0.128
"Netherlands, The",NLD,1975-01-01 00:00:00,1.035
New Caledonia,NCL,1975-01-01 00:00:00,0.23
New Zealand,NZL,1975-01-01 00:00:00,0.588
Nicaragua,NIC,1975-01-01 00:00:00,0.061
Niger,NER,1975-01-01 00:00:00,-0.409
Nigeria,NGA,1975-01-01 00:00:00,-0.278
Niue,NIU,1975-01-01 00:00:00,-0.033
Norway,NOR,1975-01-01 00:00:00,1.058
Oman,OMN,1975-01-01 00:00:00,-0.225
Pakistan,PAK,1975-01-01 00:00:00,-0.584
Panama,PAN,1975-01-01 00:00:00,-0.401
Papua New Guinea,PNG,1975-01-01 00:00:00,0.016
Paraguay,PRY,1975-01-01 00:00:00,-0.121
Peru,PER,1975-01-01 00:00:00,-0.28
Philippines,PHL,1975-01-01 00:00:00,0.083
Pitcairn Islands,PCN,1975-01-01 00:00:00,0.093
"Poland, Rep. of",POL,1975-01-01 00:00:00,1.485
Portugal,PRT,1975-01-01 00:00:00,-0.09
Puerto Rico,PRI,1975-01-01 00:00:00,-0.177
Qatar,QAT,1975-01-01 00:00:00,-0.281
Romania,ROU,1975-01-01 00:00:00,0.806
Saint Helena,SHN,1975-01-01 00:00:00,0.379
Saint Pierre and Miquelon,SPM,1975-01-01 00:00:00,-0.731
Samoa,WSM,1975-01-01 00:00:00,-0.239
"San Marino, Rep. of",SMR,1975-01-01 00:00:00,0.254
"São Tomé and Príncipe, Dem. Rep. of",STP,1975-01-01 00:00:00,-0.115
Saudi Arabia,SAU,1975-01-01 00:00:00,-0.316
Senegal,SEN,1975-01-01 00:00:00,-0.235
Seychelles,SYC,1975-01-01 00:00:00,-0.274
Sierra Leone,SLE,1975-01-01 00:00:00,-0.107
Singapore,SGP,1975-01-01 00:00:00,0.004
Solomon Islands,SLB,1975-01-01 00:00:00,0.061
Somalia,SOM,1975-01-01 00:00:00,0.128
South Africa,ZAF,1975-01-01 00:00:00,-0.132
Spain,ESP,1975-01-01 00:00:00,-0.091
Sri Lanka,LKA,1975-01-01 00:00:00,-0.183
St. Kitts and Nevis,KNA,1975-01-01 00:00:00,-0.419
St. Lucia,LCA,1975-01-01 00:00:00,-0.417
St. Vincent and the Grenadines,VCT,1975-01-01 00:00:00,-0.397
Suriname,SUR,1975-01-01 00:00:00,-0.364
Sweden,SWE,1975-01-01 00:00:00,1.574
Switzerland,CHE,1975-01-01 00:00:00,0.622
Syrian Arab Rep.,SYR,1975-01-01 00:00:00,-0.182
Taiwan Province of China,TWN,1975-01-01 00:00:00,0.231
"Tanzania, United Rep. of",TZA,1975-01-01 00:00:00,-0.04
Thailand,THA,1975-01-01 00:00:00,0.095
"Timor-Leste, Dem. Rep. of",TLS,1975-01-01 00:00:00,-0.345
Togo,TGO,1975-01-01 00:00:00,-0.26
Tokelau,TKL,1975-01-01 00:00:00,-0.359
Tonga,TON,1975-01-01 00:00:00,0.085
Trinidad and Tobago,TTO,1975-01-01 00:00:00,-0.387
Tunisia,TUN,1975-01-01 00:00:00,-0.35
Turks and Caicos Islands,TCA,1975-01-01 00:00:00,0.232
Uganda,UGA,1975-01-01 00:00:00,-0.036
United Arab Emirates,ARE,1975-01-01 00:00:00,-0.332
United Kingdom,GBR,1975-01-01 00:00:00,0.604
United States,USA,1975-01-01 00:00:00,-0.389
United States Virgin Islands,VIR,1975-01-01 00:00:00,-0.24
Uruguay,URY,1975-01-01 00:00:00,0.031
Vanuatu,VUT,1975-01-01 00:00:00,0.239
"Venezuela, Rep. Bolivariana de",VEN,1975-01-01 00:00:00,-0.3
Vietnam,VNM,1975-01-01 00:00:00,0.199
Wallis and Futuna Islands,WLF,1975-01-01 00:00:00,-0.022
West Bank and Gaza,PSE,1975-01-01 00:00:00,-0.409
Western Sahara,ESH,1975-01-01 00:00:00,-0.266
World,WLD,1975-01-01 00:00:00,0.088
"Yemen, Rep. of",YEM,1975-01-01 00:00:00,0.026
Zambia,ZMB,1975-01-01 00:00:00,-0.127
Zimbabwe,ZWE,1975-01-01 00:00:00,-0.262
"Afghanistan, Islamic Rep. of",AFG,1976-01-01 00:00:00,-0.286
Albania,ALB,1976-01-01 00:00:00,-0.683
Algeria,DZA,1976-01-01 00:00:00,-0.782
American Samoa,ASM,1976-01-01 00:00:00,-0.177
"Andorra, Principality of",AND,1976-01-01 00:00:00,-0.045
Angola,AGO,1976-01-01 00:00:00,-0.313
Anguilla,AIA,1976-01-01 00:00:00,-0.426
Antigua and Barbuda,ATG,1976-01-01 00:00:00,-0.467
Argentina,ARG,1976-01-01 00:00:00,-0.321
"Aruba, Kingdom of the Netherlands",ABW,1976-01-01 00:00:00,-0.518
Australia,AUS,1976-01-01 00:00:00,-0.522
Austria,AUT,1976-01-01 00:00:00,0.216
"Bahamas, The",BHS,1976-01-01 00:00:00,-0.241
"Bahrain, Kingdom of",BHR,1976-01-01 00:00:00,-0.501
Bangladesh,BGD,1976-01-01 00:00:00,-0.104
Barbados,BRB,1976-01-01 00:00:00,-0.444
Belize,BLZ,1976-01-01 00:00:00,-0.416
Benin,BEN,1976-01-01 00:00:00,-0.194
Bhutan,BTN,1976-01-01 00:00:00,-0.042
Bolivia,BOL,1976-01-01 00:00:00,-0.249
Botswana,BWA,1976-01-01 00:00:00,-0.717
Brazil,BRA,1976-01-01 00:00:00,-0.185
British Virgin Islands,VGB,1976-01-01 00:00:00,-0.368
Brunei Darussalam,BRN,1976-01-01 00:00:00,-0.337
Bulgaria,BGR,1976-01-01 00:00:00,-0.838
Burkina Faso,BFA,1976-01-01 00:00:00,-0.316
Cabo Verde,CPV,1976-01-01 00:00:00,-0.341
Cambodia,KHM,1976-01-01 00:00:00,-0.485
Cameroon,CMR,1976-01-01 00:00:00,-0.163
Canada,CAN,1976-01-01 00:00:00,0.083
Cayman Islands,CYM,1976-01-01 00:00:00,-0.077
Central African Rep.,CAF,1976-01-01 00:00:00,-0.117
Chad,TCD,1976-01-01 00:00:00,0.232
Chile,CHL,1976-01-01 00:00:00,-0.262
"China, P.R.: Hong Kong",HKG,1976-01-01 00:00:00,-0.769
"China, P.R.: Macao",MAC,1976-01-01 00:00:00,-0.769
"China, P.R.: Mainland",CHN,1976-01-01 00:00:00,-0.396
Colombia,COL,1976-01-01 00:00:00,-0.24
"Comoros, Union of the",COM,1976-01-01 00:00:00,-0.071
"Congo, Dem. Rep. of the",COD,1976-01-01 00:00:00,-0.185
"Congo, Rep. of",COG,1976-01-01 00:00:00,-0.248
Cook Islands,COK,1976-01-01 00:00:00,-0.269
Costa Rica,CRI,1976-01-01 00:00:00,0.187
Cuba,CUB,1976-01-01 00:00:00,-0.194
Cyprus,CYP,1976-01-01 00:00:00,-0.713
Denmark,DNK,1976-01-01 00:00:00,0.301
Djibouti,DJI,1976-01-01 00:00:00,0.028
Dominica,DMA,1976-01-01 00:00:00,-0.434
Dominican Rep.,DOM,1976-01-01 00:00:00,-0.337
Ecuador,ECU,1976-01-01 00:00:00,0.32
"Egypt, Arab Rep. of",EGY,1976-01-01 00:00:00,-0.299
El Salvador,SLV,1976-01-01 00:00:00,-0.212
"Equatorial Guinea, Rep. of",GNQ,1976-01-01 00:00:00,-0.349
"Eswatini, Kingdom of",SWZ,1976-01-01 00:00:00,-0.436
Falkland Islands (Malvinas),FLK,1976-01-01 00:00:00,-0.223
Faroe Islands,FRO,1976-01-01 00:00:00,0.508
"Fiji, Rep. of",FJI,1976-01-01 00:00:00,-0.004
Finland,FIN,1976-01-01 00:00:00,-0.877
France,FRA,1976-01-01 00:00:00,0.368
French Polynesia,PYF,1976-01-01 00:00:00,-0.25
Gabon,GAB,1976-01-01 00:00:00,-0.335
"Gambia, The",GMB,1976-01-01 00:00:00,-0.057
Germany,DEU,1976-01-01 00:00:00,0.47
Ghana,GHA,1976-01-01 00:00:00,-0.353
Gibraltar,GIB,1976-01-01 00:00:00,-0.469
Greece,GRC,1976-01-01 00:00:00,-0.916
Greenland,GRL,1976-01-01 00:00:00,-0.259
Grenada,GRD,1976-01-01 00:00:00,-0.24
Guadeloupe,GLP,1976-01-01 00:00:00,-0.434
Guatemala,GTM,1976-01-01 00:00:00,-0.392
Guinea,GIN,1976-01-01 00:00:00,-0.242
Guinea-Bissau,GNB,1976-01-01 00:00:00,-0.109
Guyana,GUY,1976-01-01 00:00:00,-0.354
Haiti,HTI,1976-01-01 00:00:00,-0.431
Holy See,VAT,1976-01-01 00:00:00,-0.412
Honduras,HND,1976-01-01 00:00:00,-0.248
Hungary,HUN,1976-01-01 00:00:00,-0.274
Iceland,ISL,1976-01-01 00:00:00,0.377
India,IND,1976-01-01 00:00:00,0.003
Indonesia,IDN,1976-01-01 00:00:00,-0.012
"Iran, Islamic Rep. of",IRN,1976-01-01 00:00:00,-0.555
Iraq,IRQ,1976-01-01 00:00:00,-0.777
Ireland,IRL,1976-01-01 00:00:00,0.561
Isle of Man,IMN,1976-01-01 00:00:00,0.661
Israel,ISR,1976-01-01 00:00:00,-0.577
Italy,ITA,1976-01-01 00:00:00,-0.32
Jamaica,JAM,1976-01-01 00:00:00,-0.325
Japan,JPN,1976-01-01 00:00:00,-0.506
Jordan,JOR,1976-01-01 00:00:00,-0.726
Kenya,KEN,1976-01-01 00:00:00,0.229
Kiribati,KIR,1976-01-01 00:00:00,-0.218
"Korea, Dem. People's Rep. of",PRK,1976-01-01 00:00:00,-0.343
"Korea, Rep. of",KOR,1976-01-01 00:00:00,-0.493
Kuwait,KWT,1976-01-01 00:00:00,-0.649
Lao People's Dem. Rep.,LAO,1976-01-01 00:00:00,-0.49
Lebanon,LBN,1976-01-01 00:00:00,-0.667
"Lesotho, Kingdom of",LSO,1976-01-01 00:00:00,-0.422
Liberia,LBR,1976-01-01 00:00:00,-0.193
Libya,LBY,1976-01-01 00:00:00,-0.55
Liechtenstein,LIE,1976-01-01 00:00:00,0.293
"Madagascar, Rep. of",MDG,1976-01-01 00:00:00,0.004
Malawi,MWI,1976-01-01 00:00:00,-0.085
Malaysia,MYS,1976-01-01 00:00:00,-0.239
Maldives,MDV,1976-01-01 00:00:00,0.005
Mali,MLI,1976-01-01 00:00:00,-0.374
Malta,MLT,1976-01-01 00:00:00,-0.706
Martinique,MTQ,1976-01-01 00:00:00,-0.415
"Mauritania, Islamic Rep. of",MRT,1976-01-01 00:00:00,-0.556
Mauritius,MUS,1976-01-01 00:00:00,0.018
Mexico,MEX,1976-01-01 00:00:00,-0.495
Monaco,MCO,1976-01-01 00:00:00,0.044
Mongolia,MNG,1976-01-01 00:00:00,-0.2
Montserrat,MSR,1976-01-01 00:00:00,-0.467
Morocco,MAR,1976-01-01 00:00:00,-0.819
"Mozambique, Rep. of",MOZ,1976-01-01 00:00:00,-0.142
Myanmar,MMR,1976-01-01 00:00:00,-0.391
Namibia,NAM,1976-01-01 00:00:00,-0.539
Nepal,NPL,1976-01-01 00:00:00,-0.035
"Netherlands, The",NLD,1976-01-01 00:00:00,0.709
New Caledonia,NCL,1976-01-01 00:00:00,0.155
New Zealand,NZL,1976-01-01 00:00:00,-0.51
Nicaragua,NIC,1976-01-01 00:00:00,-0.072
Niger,NER,1976-01-01 00:00:00,0.288
Nigeria,NGA,1976-01-01 00:00:00,0.038
Niue,NIU,1976-01-01 00:00:00,0.292
Norfolk Island,NFK,1976-01-01 00:00:00,-0.179
Norway,NOR,1976-01-01 00:00:00,-0.041
Oman,OMN,1976-01-01 00:00:00,0.221
Pakistan,PAK,1976-01-01 00:00:00,-0.271
Panama,PAN,1976-01-01 00:00:00,-0.024
Papua New Guinea,PNG,1976-01-01 00:00:00,-0.296
Paraguay,PRY,1976-01-01 00:00:00,-0.435
Peru,PER,1976-01-01 00:00:00,-0.111
Philippines,PHL,1976-01-01 00:00:00,-0.141
Pitcairn Islands,PCN,1976-01-01 00:00:00,-0.27
"Poland, Rep. of",POL,1976-01-01 00:00:00,-0.295
Portugal,PRT,1976-01-01 00:00:00,-0.357
Puerto Rico,PRI,1976-01-01 00:00:00,-0.391
Qatar,QAT,1976-01-01 00:00:00,-0.556
Romania,ROU,1976-01-01 00:00:00,-0.806
Saint Helena,SHN,1976-01-01 00:00:00,0.353
Saint Pierre and Miquelon,SPM,1976-01-01 00:00:00,-0.149
Samoa,WSM,1976-01-01 00:00:00,-0.364
"San Marino, Rep. of",SMR,1976-01-01 00:00:00,-0.425
"São Tomé and Príncipe, Dem. Rep. of",STP,1976-01-01 00:00:00,-0.351
Saudi Arabia,SAU,1976-01-01 00:00:00,-0.405
Senegal,SEN,1976-01-01 00:00:00,-0.063
Seychelles,SYC,1976-01-01 00:00:00,-0.205
Sierra Leone,SLE,1976-01-01 00:00:00,-0.195
Singapore,SGP,1976-01-01 00:00:00,0.274
Solomon Islands,SLB,1976-01-01 00:00:00,-0.055
Somalia,SOM,1976-01-01 00:00:00,0.264
South Africa,ZAF,1976-01-01 00:00:00,-0.504
Spain,ESP,1976-01-01 00:00:00,-0.367
Sri Lanka,LKA,1976-01-01 00:00:00,-0.117
St. Kitts and Nevis,KNA,1976-01-01 00:00:00,-0.467
St. Lucia,LCA,1976-01-01 00:00:00,-0.344
St. Vincent and the Grenadines,VCT,1976-01-01 00:00:00,-0.239
Suriname,SUR,1976-01-01 00:00:00,-0.05
Sweden,SWE,1976-01-01 00:00:00,-0.11
Switzerland,CHE,1976-01-01 00:00:00,0.367
Syrian Arab Rep.,SYR,1976-01-01 00:00:00,-0.845
Taiwan Province of China,TWN,1976-01-01 00:00:00,-0.549
"Tanzania, United Rep. of",TZA,1976-01-01 00:00:00,0.015
Thailand,THA,1976-01-01 00:00:00,-0.501
"Timor-Leste, Dem. Rep. of",TLS,1976-01-01 00:00:00,-0.196
Togo,TGO,1976-01-01 00:00:00,-0.295
Tokelau,TKL,1976-01-01 00:00:00,0.12
Tonga,TON,1976-01-01 00:00:00,-0.161
Trinidad and Tobago,TTO,1976-01-01 00:00:00,-0.266
Tunisia,TUN,1976-01-01 00:00:00,-0.731
Turks and Caicos Islands,TCA,1976-01-01 00:00:00,-0.35
Tuvalu,TUV,1976-01-01 00:00:00,-0.077
Uganda,UGA,1976-01-01 00:00:00,0.07
United Arab Emirates,ARE,1976-01-01 00:00:00,-0.562
United Kingdom,GBR,1976-01-01 00:00:00,0.729
United States,USA,1976-01-01 00:00:00,-0.124
United States Virgin Islands,VIR,1976-01-01 00:00:00,-0.387
Uruguay,URY,1976-01-01 00:00:00,-0.334
Vanuatu,VUT,1976-01-01 00:00:00,0.041
"Venezuela, Rep. Bolivariana de",VEN,1976-01-01 00:00:00,-0.409
Vietnam,VNM,1976-01-01 00:00:00,-0.551
Wallis and Futuna Islands,WLF,1976-01-01 00:00:00,-0.119
West Bank and Gaza,PSE,1976-01-01 00:00:00,-0.573
Western Sahara,ESH,1976-01-01 00:00:00,-0.959
World,WLD,1976-01-01 00:00:00,-0.314
"Yemen, Rep. of",YEM,1976-01-01 00:00:00,-0.081
Zambia,ZMB,1976-01-01 00:00:00,-0.314
Zimbabwe,ZWE,1976-01-01 00:00:00,-0.436
"Afghanistan, Islamic Rep. of",AFG,1977-01-01 00:00:00,0.513
Albania,ALB,1977-01-01 00:00:00,0.545
Algeria,DZA,1977-01-01 00:00:00,0.504
American Samoa,ASM,1977-01-01 00:00:00,0.156
"Andorra, Principality of",AND,1977-01-01 00:00:00,-0.093
Angola,AGO,1977-01-01 00:00:00,0.272
Anguilla,AIA,1977-01-01 00:00:00,0.096
Antigua and Barbuda,ATG,1977-01-01 00:00:00,0.076
Argentina,ARG,1977-01-01 00:00:00,0.432
"Aruba, Kingdom of the Netherlands",ABW,1977-01-01 00:00:00,0.182
Australia,AUS,1977-01-01 00:00:00,0.176
Austria,AUT,1977-01-01 00:00:00,0.499
"Bahamas, The",BHS,1977-01-01 00:00:00,-0.04
"Bahrain, Kingdom of",BHR,1977-01-01 00:00:00,0.332
Bangladesh,BGD,1977-01-01 00:00:00,-0.275
Barbados,BRB,1977-01-01 00:00:00,-0.054
Belize,BLZ,1977-01-01 00:00:00,0.134
Benin,BEN,1977-01-01 00:00:00,0.357
Bhutan,BTN,1977-01-01 00:00:00,-0.059
Bolivia,BOL,1977-01-01 00:00:00,0.276
Botswana,BWA,1977-01-01 00:00:00,0.3
Brazil,BRA,1977-01-01 00:00:00,0.252
British Virgin Islands,VGB,1977-01-01 00:00:00,0.123
Brunei Darussalam,BRN,1977-01-01 00:00:00,-0.075
Bulgaria,BGR,1977-01-01 00:00:00,0.563
Burkina Faso,BFA,1977-01-01 00:00:00,0.267
Cambodia,KHM,1977-01-01 00:00:00,0.104
Cameroon,CMR,1977-01-01 00:00:00,0.304
